image_id,storm_id,relative_time,ocean,wind_speed,train
abs_000,abs,0,2,43,1
abs_001,abs,1800,2,44,1
abs_002,abs,5400,2,45,1
abs_003,abs,17999,2,52,1
abs_004,abs,19799,2,53,1
abs_027,abs,81000,2,60,1
abs_028,abs,82800,2,59,1
abs_029,abs,84600,2,59,1
abs_030,abs,86400,2,59,1
abs_031,abs,88200,2,58,1
abs_032,abs,91800,2,57,1
abs_033,abs,104398,2,55,1
abs_034,abs,106199,2,55,1
abs_035,abs,118799,2,55,1
abs_036,abs,120599,2,55,1
abs_037,abs,124199,2,55,1
abs_038,abs,125998,2,54,1
abs_039,abs,127799,2,54,1
abs_040,abs,129599,2,54,1
abs_041,abs,131399,2,53,1
abs_042,abs,134999,2,52,1
abs_043,abs,136799,2,52,1
abs_044,abs,138600,2,51,1
abs_045,abs,140400,2,51,1
abs_046,abs,142200,2,51,1
abs_047,abs,145799,2,50,1
abs_048,abs,147602,2,50,1
abs_049,abs,149400,2,50,1
acd_029,acd,66600,1,31,1
acd_030,acd,68401,1,31,1
acd_031,acd,70200,1,32,1
acd_032,acd,72000,1,32,1
acd_033,acd,75600,1,33,1
acd_034,acd,77400,1,33,1
acd_035,acd,86400,1,35,1
acd_036,acd,88200,1,35,1
acd_037,acd,90000,1,35,1
acd_038,acd,91800,1,35,1
acd_039,acd,98999,1,35,1
acd_040,acd,100799,1,35,1
acd_041,acd,102601,1,35,1
acd_042,acd,104400,1,35,1
acd_043,acd,107999,1,36,1
acd_044,acd,109799,1,37,1
acd_045,acd,111598,1,38,1
acd_046,acd,113399,1,38,1
acd_047,acd,115199,1,39,1
acd_048,acd,118798,1,41,1
acd_049,acd,120598,1,42,1
acd_050,acd,122399,1,43,1
acd_051,acd,124198,1,43,1
acd_052,acd,125998,1,44,1
acd_053,acd,129599,1,46,1
acd_054,acd,131398,1,47,1
acd_055,acd,133198,1,48,1
acd_056,acd,134998,1,48,1
acd_057,acd,136798,1,49,1
acd_058,acd,140400,1,51,1
acd_059,acd,142200,1,52,1
acd_060,acd,144000,1,53,1
acd_061,acd,145800,1,53,1
acd_062,acd,147600,1,54,1
acd_063,acd,151200,1,55,1
acd_064,acd,153000,1,55,1
acd_065,acd,154800,1,55,1
acd_066,acd,156601,1,55,1
acd_067,acd,158400,1,55,1
acd_068,acd,162000,1,55,1
acd_069,acd,163800,1,55,1
acd_070,acd,172800,1,55,1
acd_071,acd,174601,1,56,1
acd_072,acd,176400,1,56,1
acd_073,acd,178200,1,57,1
acd_074,acd,185399,1,58,1
acd_075,acd,187199,1,59,1
acd_076,acd,188999,1,59,1
acd_077,acd,190798,1,60,1
acd_078,acd,194399,1,60,1
acd_079,acd,196199,1,60,1
acd_080,acd,197998,1,60,1
acd_081,acd,199799,1,60,1
acd_082,acd,201598,1,60,1
acd_083,acd,205198,1,60,1
acd_084,acd,206998,1,60,1
acd_085,acd,208798,1,60,1
acd_086,acd,210599,1,60,1
acd_087,acd,212398,1,60,1
acd_088,acd,215999,1,60,1
acd_089,acd,217798,1,59,1
acd_090,acd,219599,1,59,1
acd_091,acd,221398,1,58,1
acd_092,acd,223198,1,58,1
acd_093,acd,226800,1,57,1
acd_094,acd,228600,1,57,1
acd_095,acd,230400,1,56,1
acd_096,acd,232200,1,56,1
acd_097,acd,234000,1,55,1
acd_098,acd,237600,1,55,1
acd_099,acd,239400,1,54,1
acd_100,acd,241200,1,54,1
acd_101,acd,243000,1,53,1
acd_102,acd,244800,1,53,1
acd_103,acd,248400,1,52,1
acd_104,acd,259200,1,49,1
aek_018,aek,64800,1,35,1
aek_019,aek,68400,1,35,1
aek_020,aek,72000,1,35,1
aek_021,aek,75600,1,35,1
aek_022,aek,79200,1,35,1
aek_023,aek,82800,1,35,1
aek_024,aek,86400,1,35,1
aek_025,aek,90000,1,35,1
aek_026,aek,93600,1,35,1
aek_027,aek,97200,1,35,1
aek_028,aek,100800,1,35,1
aek_029,aek,104400,1,35,1
afs_000,afs,0,2,45,1
afs_001,afs,1798,2,44,1
afs_002,afs,3599,2,44,1
afs_003,afs,5399,2,44,1
afs_004,afs,7198,2,43,1
afs_005,afs,10799,2,42,1
afs_006,afs,12598,2,42,1
afs_007,afs,16198,2,41,1
afs_008,afs,21597,2,40,1
afs_009,afs,23397,2,41,1
afs_010,afs,25197,2,41,1
afs_011,afs,28797,2,42,1
afs_012,afs,32397,2,43,1
afs_013,afs,35997,2,44,1
afs_014,afs,37798,2,44,1
afs_015,afs,39597,2,44,1
afs_016,afs,43197,2,45,1
afs_017,afs,44997,2,46,1
afs_018,afs,46797,2,46,1
afs_019,afs,48597,2,46,1
afs_020,afs,50397,2,47,1
afs_021,afs,53999,2,48,1
afs_022,afs,55798,2,48,1
afs_023,afs,57597,2,49,1
afs_024,afs,59397,2,49,1
afs_025,afs,61198,2,49,1
afs_026,afs,64799,2,50,1
afs_027,afs,66598,2,49,1
afs_028,afs,68398,2,49,1
afs_029,afs,70200,2,49,1
afs_030,afs,72000,2,48,1
afs_031,afs,75598,2,47,1
afs_032,afs,77398,2,47,1
afs_033,afs,79198,2,46,1
afs_034,afs,80998,2,46,1
afs_035,afs,82798,2,46,1
afs_036,afs,86398,2,45,1
afs_037,afs,88200,2,45,1
afs_038,afs,89998,2,45,1
afs_039,afs,91799,2,45,1
afs_040,afs,93599,2,45,1
afs_041,afs,97198,2,45,1
afs_042,afs,98999,2,45,1
afs_043,afs,102598,2,45,1
afs_044,afs,107997,2,45,1
afs_045,afs,109798,2,45,1
afs_046,afs,111597,2,45,1
afs_047,afs,115196,2,45,1
afs_048,afs,118797,2,45,1
afs_049,afs,122399,2,45,1
afs_050,afs,124198,2,45,1
afs_051,afs,125997,2,45,1
afs_052,afs,129598,2,45,1
afs_053,afs,131397,2,44,1
afs_054,afs,133197,2,44,1
afs_055,afs,134997,2,44,1
afs_056,afs,136797,2,43,1
afs_057,afs,140397,2,42,1
afs_058,afs,142197,2,42,1
afs_059,afs,143997,2,41,1
afs_060,afs,145797,2,41,1
afs_061,afs,147598,2,41,1
afs_062,afs,151198,2,40,1
afs_063,afs,152998,2,40,1
afs_064,afs,154798,2,40,1
afs_065,afs,156598,2,40,1
afs_066,afs,158400,2,40,1
afs_067,afs,161998,2,40,1
afs_068,afs,163799,2,40,1
afs_069,afs,165598,2,40,1
afs_070,afs,167398,2,40,1
afs_071,afs,169198,2,40,1
afs_072,afs,172798,2,40,1
afs_073,afs,174598,2,39,1
afs_074,afs,176400,2,39,1
afs_075,afs,178199,2,39,1
afs_076,afs,179998,2,38,1
afs_077,afs,183598,2,37,1
afs_078,afs,185398,2,37,1
afs_079,afs,188998,2,36,1
afs_080,afs,194397,2,35,1
afs_081,afs,196198,2,34,1
afs_082,afs,197997,2,34,1
afs_083,afs,201597,2,33,1
afs_084,afs,205197,2,32,1
afs_085,afs,208797,2,31,1
afs_161,afs,433800,2,31,1
afs_162,afs,435598,2,32,1
afs_163,afs,437399,2,33,1
afs_164,afs,439199,2,34,1
afs_165,afs,442798,2,35,1
afs_166,afs,444598,2,36,1
afs_167,afs,448199,2,38,1
afs_168,afs,453597,2,40,1
afs_169,afs,455398,2,40,1
afs_170,afs,457197,2,40,1
afs_171,afs,460797,2,40,1
afs_172,afs,464397,2,40,1
afs_173,afs,467997,2,40,1
afs_174,afs,469797,2,40,1
afs_175,afs,471598,2,40,1
afs_176,afs,475197,2,40,1
afs_177,afs,476997,2,41,1
afs_178,afs,478797,2,41,1
afs_179,afs,480597,2,41,1
afs_180,afs,482397,2,42,1
afs_181,afs,485997,2,43,1
afs_182,afs,487799,2,43,1
afs_183,afs,489597,2,44,1
afs_184,afs,491398,2,44,1
afs_185,afs,493199,2,44,1
afs_186,afs,496798,2,45,1
afs_187,afs,498599,2,46,1
afs_188,afs,500398,2,46,1
afs_189,afs,502198,2,46,1
agl_002,agl,86399,2,32,1
agl_003,agl,90000,2,33,1
agl_004,agl,172800,2,40,1
agl_005,agl,176400,2,40,1
agl_006,agl,180000,2,40,1
agl_007,agl,225001,2,45,1
agl_008,agl,226801,2,45,1
agl_009,agl,230401,2,45,1
agl_010,agl,232203,2,45,1
agl_011,agl,234001,2,45,1
agl_012,agl,235802,2,45,1
agl_013,agl,237602,2,45,1
agl_014,agl,241201,2,45,1
