image_id,storm_id,relative_time,ocean,wind_speed,train
abs_005,abs,32399,2,62,1
abs_006,abs,34199,2,63,1
abs_007,abs,37799,2,65,1
abs_008,abs,39599,2,65,1
abs_009,abs,41399,2,65,1
abs_010,abs,43199,2,65,1
abs_011,abs,44999,2,65,1
abs_012,abs,48599,2,65,1
abs_013,abs,50404,2,65,1
abs_014,abs,52200,2,65,1
abs_015,abs,54001,2,65,1
abs_016,abs,55799,2,65,1
abs_017,abs,59400,2,65,1
abs_018,abs,61200,2,64,1
abs_019,abs,63000,2,64,1
abs_020,abs,64800,2,64,1
abs_021,abs,66600,2,63,1
abs_022,abs,70200,2,62,1
afs_218,afs,574197,2,61,1
afs_219,afs,575998,2,62,1
afs_220,afs,577798,2,63,1
alq_104,alq,226801,1,61,1
alq_105,alq,228601,1,62,1
alq_106,alq,230401,1,63,1
alq_107,alq,232201,1,63,1
alq_108,alq,234002,1,64,1
alq_109,alq,237601,1,65,1
alq_110,alq,239401,1,65,1
alq_111,alq,241201,1,65,1
alq_112,alq,243001,1,65,1
alq_113,alq,244801,1,65,1
alq_114,alq,248400,1,65,1
alq_115,alq,250200,1,65,1
alq_116,alq,252000,1,65,1
alq_117,alq,253800,1,65,1
alq_118,alq,255600,1,65,1
alq_119,alq,259200,1,65,1
alq_120,alq,261000,1,64,1
alq_121,alq,262800,1,64,1
alq_122,alq,264599,1,63,1
alq_123,alq,266400,1,63,1
amz_005,amz,86401,2,61,1
amz_006,amz,88200,2,61,1
amz_007,amz,90000,2,61,1
amz_008,amz,91800,2,62,1
amz_009,amz,95401,2,63,1
amz_010,amz,108001,2,66,1
amz_011,amz,109801,2,66,1
amz_012,amz,111601,2,66,1
amz_013,amz,113401,2,67,1
amz_014,amz,117001,2,68,1
amz_015,amz,172801,2,64,1
amz_016,amz,174600,2,64,1
ang_058,ang,215996,2,65,1
ang_059,ang,219596,2,65,1
ang_060,ang,223196,2,65,1
ang_061,ang,226796,2,65,1
ang_062,ang,230396,2,65,1
ang_063,ang,237596,2,65,1
ang_064,ang,241196,2,65,1
ang_065,ang,244796,2,65,1
ang_066,ang,248396,2,65,1
ang_067,ang,251996,2,65,1
ang_068,ang,255596,2,65,1
ang_069,ang,259196,2,65,1
ang_070,ang,262796,2,65,1
ang_071,ang,266396,2,65,1
ang_072,ang,269996,2,65,1
ang_073,ang,273596,2,65,1
ang_074,ang,277196,2,65,1
ang_075,ang,280796,2,65,1
ang_076,ang,284396,2,65,1
azm_053,azm,421200,2,65,1
azm_054,azm,423000,2,65,1
azm_055,azm,424800,2,65,1
